Question ID,Category,Question,Ground Truth Answer
207,Population Query,Sample Population Query question 7: What happened in payroll scenario 207?,Ground truth answer for synthetic payroll scenario 207.
208,Population Query,Sample Population Query question 8: What happened in payroll scenario 208?,Ground truth answer for synthetic payroll scenario 208.
209,Population Query,Sample Population Query question 9: What happened in payroll scenario 209?,Ground truth answer for synthetic payroll scenario 209.
210,Population Query,Sample Population Query question 10: What happened in payroll scenario 210?,Ground truth answer for synthetic payroll scenario 210.
211,Population Query,Sample Population Query question 11: What happened in payroll scenario 211?,Ground truth answer for synthetic payroll scenario 211.
212,Population Query,Sample Population Query question 12: What happened in payroll scenario 212?,Ground truth answer for synthetic payroll scenario 212.
213,Population Query,Sample Population Query question 13: What happened in payroll scenario 213?,Ground truth answer for synthetic payroll scenario 213.
214,Population Query,Sample Population Query question 14: What happened in payroll scenario 214?,Ground truth answer for synthetic payroll scenario 214.
215,Population Query,Sample Population Query question 15: What happened in payroll scenario 215?,Ground truth answer for synthetic payroll scenario 215.
216,Population Query,Sample Population Query question 16: What happened in payroll scenario 216?,Ground truth answer for synthetic payroll scenario 216.
217,Population Query,Sample Population Query question 17: What happened in payroll scenario 217?,Ground truth answer for synthetic payroll scenario 217.
218,Population Query,Sample Population Query question 18: What happened in payroll scenario 218?,Ground truth answer for synthetic payroll scenario 218.
219,Population Query,Sample Population Query question 19: What happened in payroll scenario 219?,Ground truth answer for synthetic payroll scenario 219.
220,Population Query,Sample Population Query question 20: What happened in payroll scenario 220?,Ground truth answer for synthetic payroll scenario 220.
221,Population Query,Sample Population Query question 21: What happened in payroll scenario 221?,Ground truth answer for synthetic payroll scenario 221.
222,Population Query,Sample Population Query question 22: What happened in payroll scenario 222?,Ground truth answer for synthetic payroll scenario 222.
223,Population Query,Sample Population Query question 23: What happened in payroll scenario 223?,Ground truth answer for synthetic payroll scenario 223.
224,Population Query,Sample Population Query question 24: What happened in payroll scenario 224?,Ground truth answer for synthetic payroll scenario 224.
225,Population Query,Sample Population Query question 25: What happened in payroll scenario 225?,Ground truth answer for synthetic payroll scenario 225.
226,Population Query,Sample Population Query question 26: What happened in payroll scenario 226?,Ground truth answer for synthetic payroll scenario 226.
227,Population Query,Sample Population Query question 27: What happened in payroll scenario 227?,Ground truth answer for synthetic payroll scenario 227.
228,Population Query,Sample Population Query question 28: What happened in payroll scenario 228?,Ground truth answer for synthetic payroll scenario 228.
229,Population Query,Sample Population Query question 29: What happened in payroll scenario 229?,Ground truth answer for synthetic payroll scenario 229.
230,Population Query,Sample Population Query question 30: What happened in payroll scenario 230?,Ground truth answer for synthetic payroll scenario 230.
231,Population Query,Sample Population Query question 31: What happened in payroll scenario 231?,Ground truth answer for synthetic payroll scenario 231.
232,Population Query,Sample Population Query question 32: What happened in payroll scenario 232?,Ground truth answer for synthetic payroll scenario 232.
233,Population Query,Sample Population Query question 33: What happened in payroll scenario 233?,Ground truth answer for synthetic payroll scenario 233.
234,Population Query,Sample Population Query question 34: What happened in payroll scenario 234?,Ground truth answer for synthetic payroll scenario 234.
235,Population Query,Sample Population Query question 35: What happened in payroll scenario 235?,Ground truth answer for synthetic payroll scenario 235.
236,Population Query,Sample Population Query question 36: What happened in payroll scenario 236?,Ground truth answer for synthetic payroll scenario 236.
237,Population Query,Sample Population Query question 37: What happened in payroll scenario 237?,Ground truth answer for synthetic payroll scenario 237.
238,Population Query,Sample Population Query question 38: What happened in payroll scenario 238?,Ground truth answer for synthetic payroll scenario 238.
239,Population Query,Sample Population Query question 39: What happened in payroll scenario 239?,Ground truth answer for synthetic payroll scenario 239.
240,Population Query,Sample Population Query question 40: What happened in payroll scenario 240?,Ground truth answer for synthetic payroll scenario 240.
241,Population Query,Sample Population Query question 41: What happened in payroll scenario 241?,Ground truth answer for synthetic payroll scenario 241.
242,Population Query,Sample Population Query question 42: What happened in payroll scenario 242?,Ground truth answer for synthetic payroll scenario 242.
243,Population Query,Sample Population Query question 43: What happened in payroll scenario 243?,Ground truth answer for synthetic payroll scenario 243.
244,Population Query,Sample Population Query question 44: What happened in payroll scenario 244?,Ground truth answer for synthetic payroll scenario 244.
245,Population Query,Sample Population Query question 45: What happened in payroll scenario 245?,Ground truth answer for synthetic payroll scenario 245.
246,Population Query,Sample Population Query question 46: What happened in payroll scenario 246?,Ground truth answer for synthetic payroll scenario 246.
247,Population Query,Sample Population Query question 47: What happened in payroll scenario 247?,Ground truth answer for synthetic payroll scenario 247.
248,Population Query,Sample Population Query question 48: What happened in payroll scenario 248?,Ground truth answer for synthetic payroll scenario 248.
249,Population Query,Sample Population Query question 49: What happened in payroll scenario 249?,Ground truth answer for synthetic payroll scenario 249.
250,Population Query,Sample Population Query question 50: What happened in payroll scenario 250?,Ground truth answer for synthetic payroll scenario 250.
251,Population Query,Sample Population Query question 51: What happened in payroll scenario 251?,Ground truth answer for synthetic payroll scenario 251.
252,Population Query,Sample Population Query question 52: What happened in payroll scenario 252?,Ground truth answer for synthetic payroll scenario 252.
253,Population Query,Sample Population Query question 53: What happened in payroll scenario 253?,Ground truth answer for synthetic payroll scenario 253.
254,Population Query,Sample Population Query question 54: What happened in payroll scenario 254?,Ground truth answer for synthetic payroll scenario 254.
255,Population Query,Sample Population Query question 55: What happened in payroll scenario 255?,Ground truth answer for synthetic payroll scenario 255.
256,Population Query,Sample Population Query question 56: What happened in payroll scenario 256?,Ground truth answer for synthetic payroll scenario 256.
257,Population Query,Sample Population Query question 57: What happened in payroll scenario 257?,Ground truth answer for synthetic payroll scenario 257.
258,Population Query,Sample Population Query question 58: What happened in payroll scenario 258?,Ground truth answer for synthetic payroll scenario 258.
259,Population Query,Sample Population Query question 59: What happened in payroll scenario 259?,Ground truth answer for synthetic payroll scenario 259.
260,Population Query,Sample Population Query question 60: What happened in payroll scenario 260?,Ground truth answer for synthetic payroll scenario 260.
261,Population Query,Sample Population Query question 61: What happened in payroll scenario 261?,Ground truth answer for synthetic payroll scenario 261.
262,Population Query,Sample Population Query question 62: What happened in payroll scenario 262?,Ground truth answer for synthetic payroll scenario 262.
263,Population Query,Sample Population Query question 63: What happened in payroll scenario 263?,Ground truth answer for synthetic payroll scenario 263.
264,Population Query,Sample Population Query question 64: What happened in payroll scenario 264?,Ground truth answer for synthetic payroll scenario 264.
265,Population Query,Sample Population Query question 65: What happened in payroll scenario 265?,Ground truth answer for synthetic payroll scenario 265.
266,Population Query,Sample Population Query question 66: What happened in payroll scenario 266?,Ground truth answer for synthetic payroll scenario 266.
267,Population Query,Sample Population Query question 67: What happened in payroll scenario 267?,Ground truth answer for synthetic payroll scenario 267.
268,Population Query,Sample Population Query question 68: What happened in payroll scenario 268?,Ground truth answer for synthetic payroll scenario 268.
269,Population Query,Sample Population Query question 69: What happened in payroll scenario 269?,Ground truth answer for synthetic payroll scenario 269.
270,Population Query,Sample Population Query question 70: What happened in payroll scenario 270?,Ground truth answer for synthetic payroll scenario 270.
271,Population Query,Sample Population Query question 71: What happened in payroll scenario 271?,Ground truth answer for synthetic payroll scenario 271.
272,Population Query,Sample Population Query question 72: What happened in payroll scenario 272?,Ground truth answer for synthetic payroll scenario 272.
273,Population Query,Sample Population Query question 73: What happened in payroll scenario 273?,Ground truth answer for synthetic payroll scenario 273.
274,Population Query,Sample Population Query question 74: What happened in payroll scenario 274?,Ground truth answer for synthetic payroll scenario 274.
275,Population Query,Sample Population Query question 75: What happened in payroll scenario 275?,Ground truth answer for synthetic payroll scenario 275.
276,Population Query,Sample Population Query question 76: What happened in payroll scenario 276?,Ground truth answer for synthetic payroll scenario 276.
277,Population Query,Sample Population Query question 77: What happened in payroll scenario 277?,Ground truth answer for synthetic payroll scenario 277.
278,Population Query,Sample Population Query question 78: What happened in payroll scenario 278?,Ground truth answer for synthetic payroll scenario 278.
279,Population Query,Sample Population Query question 79: What happened in payroll scenario 279?,Ground truth answer for synthetic payroll scenario 279.
280,Population Query,Sample Population Query question 80: What happened in payroll scenario 280?,Ground truth answer for synthetic payroll scenario 280.
281,Population Query,Sample Population Query question 81: What happened in payroll scenario 281?,Ground truth answer for synthetic payroll scenario 281.
282,Population Query,Sample Population Query question 82: What happened in payroll scenario 282?,Ground truth answer for synthetic payroll scenario 282.
283,Population Query,Sample Population Query question 83: What happened in payroll scenario 283?,Ground truth answer for synthetic payroll scenario 283.
284,Population Query,Sample Population Query question 84: What happened in payroll scenario 284?,Ground truth answer for synthetic payroll scenario 284.
285,Population Query,Sample Population Query question 85: What happened in payroll scenario 285?,Ground truth answer for synthetic payroll scenario 285.
286,Population Query,Sample Population Query question 86: What happened in payroll scenario 286?,Ground truth answer for synthetic payroll scenario 286.
287,Population Query,Sample Population Query question 87: What happened in payroll scenario 287?,Ground truth answer for synthetic payroll scenario 287.
288,Population Query,Sample Population Query question 88: What happened in payroll scenario 288?,Ground truth answer for synthetic payroll scenario 288.
289,Population Query,Sample Population Query question 89: What happened in payroll scenario 289?,Ground truth answer for synthetic payroll scenario 289.
290,Population Query,Sample Population Query question 90: What happened in payroll scenario 290?,Ground truth answer for synthetic payroll scenario 290.
291,Population Query,Sample Population Query question 91: What happened in payroll scenario 291?,Ground truth answer for synthetic payroll scenario 291.
292,Population Query,Sample Population Query question 92: What happened in payroll scenario 292?,Ground truth answer for synthetic payroll scenario 292.
293,Population Query,Sample Population Query question 93: What happened in payroll scenario 293?,Ground truth answer for synthetic payroll scenario 293.
294,Population Query,Sample Population Query question 94: What happened in payroll scenario 294?,Ground truth answer for synthetic payroll scenario 294.
295,Population Query,Sample Population Query question 95: What happened in payroll scenario 295?,Ground truth answer for synthetic payroll scenario 295.
296,Population Query,Sample Population Query question 96: What happened in payroll scenario 296?,Ground truth answer for synthetic payroll scenario 296.
297,Population Query,Sample Population Query question 97: What happened in payroll scenario 297?,Ground truth answer for synthetic payroll scenario 297.
298,Population Query,Sample Population Query question 98: What happened in payroll scenario 298?,Ground truth answer for synthetic payroll scenario 298.
299,Population Query,Sample Population Query question 99: What happened in payroll scenario 299?,Ground truth answer for synthetic payroll scenario 299.
300,Population Query,Sample Population Query question 100: What happened in payroll scenario 300?,Ground truth answer for synthetic payroll scenario 300.
301,Population Query,Sample Population Query question 101: What happened in payroll scenario 301?,Ground truth answer for synthetic payroll scenario 301.
302,Population Query,Sample Population Query question 102: What happened in payroll scenario 302?,Ground truth answer for synthetic payroll scenario 302.
303,Population Query,Sample Population Query question 103: What happened in payroll scenario 303?,Ground truth answer for synthetic payroll scenario 303.
304,Population Query,Sample Population Query question 104: What happened in payroll scenario 304?,Ground truth answer for synthetic payroll scenario 304.
305,Population Query,Sample Population Query question 105: What happened in payroll scenario 305?,Ground truth answer for synthetic payroll scenario 305.
306,Population Query,Sample Population Query question 106: What happened in payroll scenario 306?,Ground truth answer for synthetic payroll scenario 306.
307,Population Query,Sample Population Query question 107: What happened in payroll scenario 307?,Ground truth answer for synthetic payroll scenario 307.
308,Population Query,Sample Population Query question 108: What happened in payroll scenario 308?,Ground truth answer for synthetic payroll scenario 308.
309,Population Query,Sample Population Query question 109: What happened in payroll scenario 309?,Ground truth answer for synthetic payroll scenario 309.
310,Population Query,Sample Population Query question 110: What happened in payroll scenario 310?,Ground truth answer for synthetic payroll scenario 310.
311,Population Query,Sample Population Query question 111: What happened in payroll scenario 311?,Ground truth answer for synthetic payroll scenario 311.
312,Population Query,Sample Population Query question 112: What happened in payroll scenario 312?,Ground truth answer for synthetic payroll scenario 312.
313,Population Query,Sample Population Query question 113: What happened in payroll scenario 313?,Ground truth answer for synthetic payroll scenario 313.
314,Population Query,Sample Population Query question 114: What happened in payroll scenario 314?,Ground truth answer for synthetic payroll scenario 314.
315,Population Query,Sample Population Query question 115: What happened in payroll scenario 315?,Ground truth answer for synthetic payroll scenario 315.
316,Population Query,Sample Population Query question 116: What happened in payroll scenario 316?,Ground truth answer for synthetic payroll scenario 316.
317,Population Query,Sample Population Query question 117: What happened in payroll scenario 317?,Ground truth answer for synthetic payroll scenario 317.
318,Population Query,Sample Population Query question 118: What happened in payroll scenario 318?,Ground truth answer for synthetic payroll scenario 318.
319,Population Query,Sample Population Query question 119: What happened in payroll scenario 319?,Ground truth answer for synthetic payroll scenario 319.
320,Population Query,Sample Population Query question 120: What happened in payroll scenario 320?,Ground truth answer for synthetic payroll scenario 320.
321,Population Query,Sample Population Query question 121: What happened in payroll scenario 321?,Ground truth answer for synthetic payroll scenario 321.
322,Population Query,Sample Population Query question 122: What happened in payroll scenario 322?,Ground truth answer for synthetic payroll scenario 322.
323,Population Query,Sample Population Query question 123: What happened in payroll scenario 323?,Ground truth answer for synthetic payroll scenario 323.
324,Population Query,Sample Population Query question 124: What happened in payroll scenario 324?,Ground truth answer for synthetic payroll scenario 324.
325,Population Query,Sample Population Query question 125: What happened in payroll scenario 325?,Ground truth answer for synthetic payroll scenario 325.
326,Population Query,Sample Population Query question 126: What happened in payroll scenario 326?,Ground truth answer for synthetic payroll scenario 326.
327,Population Query,Sample Population Query question 127: What happened in payroll scenario 327?,Ground truth answer for synthetic payroll scenario 327.
328,Population Query,Sample Population Query question 128: What happened in payroll scenario 328?,Ground truth answer for synthetic payroll scenario 328.
329,Population Query,Sample Population Query question 129: What happened in payroll scenario 329?,Ground truth answer for synthetic payroll scenario 329.
330,Population Query,Sample Population Query question 130: What happened in payroll scenario 330?,Ground truth answer for synthetic payroll scenario 330.
331,Population Query,Sample Population Query question 131: What happened in payroll scenario 331?,Ground truth answer for synthetic payroll scenario 331.
332,Population Query,Sample Population Query question 132: What happened in payroll scenario 332?,Ground truth answer for synthetic payroll scenario 332.
333,Population Query,Sample Population Query question 133: What happened in payroll scenario 333?,Ground truth answer for synthetic payroll scenario 333.
334,Population Query,Sample Population Query question 134: What happened in payroll scenario 334?,Ground truth answer for synthetic payroll scenario 334.
335,Population Query,Sample Population Query question 135: What happened in payroll scenario 335?,Ground truth answer for synthetic payroll scenario 335.
336,Population Query,Sample Population Query question 136: What happened in payroll scenario 336?,Ground truth answer for synthetic payroll scenario 336.
337,Population Query,Sample Population Query question 137: What happened in payroll scenario 337?,Ground truth answer for synthetic payroll scenario 337.
338,Population Query,Sample Population Query question 138: What happened in payroll scenario 338?,Ground truth answer for synthetic payroll scenario 338.
339,Population Query,Sample Population Query question 139: What happened in payroll scenario 339?,Ground truth answer for synthetic payroll scenario 339.
340,Population Query,Sample Population Query question 140: What happened in payroll scenario 340?,Ground truth answer for synthetic payroll scenario 340.
341,Population Query,Sample Population Query question 141: What happened in payroll scenario 341?,Ground truth answer for synthetic payroll scenario 341.
342,Population Query,Sample Population Query question 142: What happened in payroll scenario 342?,Ground truth answer for synthetic payroll scenario 342.
343,Population Query,Sample Population Query question 143: What happened in payroll scenario 343?,Ground truth answer for synthetic payroll scenario 343.
344,Population Query,Sample Population Query question 144: What happened in payroll scenario 344?,Ground truth answer for synthetic payroll scenario 344.
345,Population Query,Sample Population Query question 145: What happened in payroll scenario 345?,Ground truth answer for synthetic payroll scenario 345.
346,Population Query,Sample Population Query question 146: What happened in payroll scenario 346?,Ground truth answer for synthetic payroll scenario 346.
347,Population Query,Sample Population Query question 147: What happened in payroll scenario 347?,Ground truth answer for synthetic payroll scenario 347.
348,Population Query,Sample Population Query question 148: What happened in payroll scenario 348?,Ground truth answer for synthetic payroll scenario 348.
349,Population Query,Sample Population Query question 149: What happened in payroll scenario 349?,Ground truth answer for synthetic payroll scenario 349.
350,Population Query,Sample Population Query question 150: What happened in payroll scenario 350?,Ground truth answer for synthetic payroll scenario 350.
351,Compliance Audit,Sample Compliance Audit question 1: What happened in payroll scenario 351?,Ground truth answer for synthetic payroll scenario 351.
352,Compliance Audit,Sample Compliance Audit question 2: What happened in payroll scenario 352?,Ground truth answer for synthetic payroll scenario 352.
353,Compliance Audit,Sample Compliance Audit question 3: What happened in payroll scenario 353?,Ground truth answer for synthetic payroll scenario 353.
354,Compliance Audit,Sample Compliance Audit question 4: What happened in payroll scenario 354?,Ground truth answer for synthetic payroll scenario 354.
355,Compliance Audit,Sample Compliance Audit question 5: What happened in payroll scenario 355?,Ground truth answer for synthetic payroll scenario 355.
356,Compliance Audit,Sample Compliance Audit question 6: What happened in payroll scenario 356?,Ground truth answer for synthetic payroll scenario 356.
357,Compliance Audit,Sample Compliance Audit question 7: What happened in payroll scenario 357?,Ground truth answer for synthetic payroll scenario 357.
358,Compliance Audit,Sample Compliance Audit question 8: What happened in payroll scenario 358?,Ground truth answer for synthetic payroll scenario 358.
359,Compliance Audit,Sample Compliance Audit question 9: What happened in payroll scenario 359?,Ground truth answer for synthetic payroll scenario 359.
360,Compliance Audit,Sample Compliance Audit question 10: What happened in payroll scenario 360?,Ground truth answer for synthetic payroll scenario 360.
361,Compliance Audit,Sample Compliance Audit question 11: What happened in payroll scenario 361?,Ground truth answer for synthetic payroll scenario 361.
362,Compliance Audit,Sample Compliance Audit question 12: What happened in payroll scenario 362?,Ground truth answer for synthetic payroll scenario 362.
363,Compliance Audit,Sample Compliance Audit question 13: What happened in payroll scenario 363?,Ground truth answer for synthetic payroll scenario 363.
364,Compliance Audit,Sample Compliance Audit question 14: What happened in payroll scenario 364?,Ground truth answer for synthetic payroll scenario 364.
365,Compliance Audit,Sample Compliance Audit question 15: What happened in payroll scenario 365?,Ground truth answer for synthetic payroll scenario 365.
366,Compliance Audit,Sample Compliance Audit question 16: What happened in payroll scenario 366?,Ground truth answer for synthetic payroll scenario 366.
367,Compliance Audit,Sample Compliance Audit question 17: What happened in payroll scenario 367?,Ground truth answer for synthetic payroll scenario 367.
368,Compliance Audit,Sample Compliance Audit question 18: What happened in payroll scenario 368?,Ground truth answer for synthetic payroll scenario 368.
369,Compliance Audit,Sample Compliance Audit question 19: What happened in payroll scenario 369?,Ground truth answer for synthetic payroll scenario 369.
370,Compliance Audit,Sample Compliance Audit question 20: What happened in payroll scenario 370?,Ground truth answer for synthetic payroll scenario 370.
371,Compliance Audit,Sample Compliance Audit question 21: What happened in payroll scenario 371?,Ground truth answer for synthetic payroll scenario 371.
372,Compliance Audit,Sample Compliance Audit question 22: What happened in payroll scenario 372?,Ground truth answer for synthetic payroll scenario 372.
373,Compliance Audit,Sample Compliance Audit question 23: What happened in payroll scenario 373?,Ground truth answer for synthetic payroll scenario 373.
374,Compliance Audit,Sample Compliance Audit question 24: What happened in payroll scenario 374?,Ground truth answer for synthetic payroll scenario 374.
375,Compliance Audit,Sample Compliance Audit question 25: What happened in payroll scenario 375?,Ground truth answer for synthetic payroll scenario 375.
376,Compliance Audit,Sample Compliance Audit question 26: What happened in payroll scenario 376?,Ground truth answer for synthetic payroll scenario 376.
377,Compliance Audit,Sample Compliance Audit question 27: What happened in payroll scenario 377?,Ground truth answer for synthetic payroll scenario 377.
378,Compliance Audit,Sample Compliance Audit question 28: What happened in payroll scenario 378?,Ground truth answer for synthetic payroll scenario 378.
379,Compliance Audit,Sample Compliance Audit question 29: What happened in payroll scenario 379?,Ground truth answer for synthetic payroll scenario 379.
380,Compliance Audit,Sample Compliance Audit question 30: What happened in payroll scenario 380?,Ground truth answer for synthetic payroll scenario 380.
381,Compliance Audit,Sample Compliance Audit question 31: What happened in payroll scenario 381?,Ground truth answer for synthetic payroll scenario 381.
382,Compliance Audit,Sample Compliance Audit question 32: What happened in payroll scenario 382?,Ground truth answer for synthetic payroll scenario 382.
383,Compliance Audit,Sample Compliance Audit question 33: What happened in payroll scenario 383?,Ground truth answer for synthetic payroll scenario 383.
384,Compliance Audit,Sample Compliance Audit question 34: What happened in payroll scenario 384?,Ground truth answer for synthetic payroll scenario 384.
385,Compliance Audit,Sample Compliance Audit question 35: What happened in payroll scenario 385?,Ground truth answer for synthetic payroll scenario 385.
386,Compliance Audit,Sample Compliance Audit question 36: What happened in payroll scenario 386?,Ground truth answer for synthetic payroll scenario 386.
387,Compliance Audit,Sample Compliance Audit question 37: What happened in payroll scenario 387?,Ground truth answer for synthetic payroll scenario 387.
388,Compliance Audit,Sample Compliance Audit question 38: What happened in payroll scenario 388?,Ground truth answer for synthetic payroll scenario 388.
389,Compliance Audit,Sample Compliance Audit question 39: What happened in payroll scenario 389?,Ground truth answer for synthetic payroll scenario 389.
390,Compliance Audit,Sample Compliance Audit question 40: What happened in payroll scenario 390?,Ground truth answer for synthetic payroll scenario 390.
391,Compliance Audit,Sample Compliance Audit question 41: What happened in payroll scenario 391?,Ground truth answer for synthetic payroll scenario 391.
392,Compliance Audit,Sample Compliance Audit question 42: What happened in payroll scenario 392?,Ground truth answer for synthetic payroll scenario 392.
393,Compliance Audit,Sample Compliance Audit question 43: What happened in payroll scenario 393?,Ground truth answer for synthetic payroll scenario 393.
394,Compliance Audit,Sample Compliance Audit question 44: What happened in payroll scenario 394?,Ground truth answer for synthetic payroll scenario 394.
395,Compliance Audit,Sample Compliance Audit question 45: What happened in payroll scenario 395?,Ground truth answer for synthetic payroll scenario 395.
396,Compliance Audit,Sample Compliance Audit question 46: What happened in payroll scenario 396?,Ground truth answer for synthetic payroll scenario 396.
397,Compliance Audit,Sample Compliance Audit question 47: What happened in payroll scenario 397?,Ground truth answer for synthetic payroll scenario 397.
398,Compliance Audit,Sample Compliance Audit question 48: What happened in payroll scenario 398?,Ground truth answer for synthetic payroll scenario 398.
399,Compliance Audit,Sample Compliance Audit question 49: What happened in payroll scenario 399?,Ground truth answer for synthetic payroll scenario 399.
400,Compliance Audit,Sample Compliance Audit question 50: What happened in payroll scenario 400?,Ground truth answer for synthetic payroll scenario 400.
401,Compliance Audit,Sample Compliance Audit question 51: What happened in payroll scenario 401?,Ground truth answer for synthetic payroll scenario 401.
402,Compliance Audit,Sample Compliance Audit question 52: What happened in payroll scenario 402?,Ground truth answer for synthetic payroll scenario 402.
403,Compliance Audit,Sample Compliance Audit question 53: What happened in payroll scenario 403?,Ground truth answer for synthetic payroll scenario 403.
404,Compliance Audit,Sample Compliance Audit question 54: What happened in payroll scenario 404?,Ground truth answer for synthetic payroll scenario 404.
405,Compliance Audit,Sample Compliance Audit question 55: What happened in payroll scenario 405?,Ground truth answer for synthetic payroll scenario 405.
406,Compliance Audit,Sample Compliance Audit question 56: What happened in payroll scenario 406?,Ground truth answer for synthetic payroll scenario 406.
407,Compliance Audit,Sample Compliance Audit question 57: What happened in payroll scenario 407?,Ground truth answer for synthetic payroll scenario 407.
408,Compliance Audit,Sample Compliance Audit question 58: What happened in payroll scenario 408?,Ground truth answer for synthetic payroll scenario 408.
409,Compliance Audit,Sample Compliance Audit question 59: What happened in payroll scenario 409?,Ground truth answer for synthetic payroll scenario 409.
410,Compliance Audit,Sample Compliance Audit question 60: What happened in payroll scenario 410?,Ground truth answer for synthetic payroll scenario 410.
411,Compliance Audit,Sample Compliance Audit question 61: What happened in payroll scenario 411?,Ground truth answer for synthetic payroll scenario 411.
412,Compliance Audit,Sample Compliance Audit question 62: What happened in payroll scenario 412?,Ground truth answer for synthetic payroll scenario 412.
413,Compliance Audit,Sample Compliance Audit question 63: What happened in payroll scenario 413?,Ground truth answer for synthetic payroll scenario 413.
414,Compliance Audit,Sample Compliance Audit question 64: What happened in payroll scenario 414?,Ground truth answer for synthetic payroll scenario 414.
415,Compliance Audit,Sample Compliance Audit question 65: What happened in payroll scenario 415?,Ground truth answer for synthetic payroll scenario 415.
416,Compliance Audit,Sample Compliance Audit question 66: What happened in payroll scenario 416?,Ground truth answer for synthetic payroll scenario 416.
417,Compliance Audit,Sample Compliance Audit question 67: What happened in payroll scenario 417?,Ground truth answer for synthetic payroll scenario 417.
418,Compliance Audit,Sample Compliance Audit question 68: What happened in payroll scenario 418?,Ground truth answer for synthetic payroll scenario 418.
419,Compliance Audit,Sample Compliance Audit question 69: What happened in payroll scenario 419?,Ground truth answer for synthetic payroll scenario 419.
420,Compliance Audit,Sample Compliance Audit question 70: What happened in payroll scenario 420?,Ground truth answer for synthetic payroll scenario 420.
421,Compliance Audit,Sample Compliance Audit question 71: What happened in payroll scenario 421?,Ground truth answer for synthetic payroll scenario 421.
422,Compliance Audit,Sample Compliance Audit question 72: What happened in payroll scenario 422?,Ground truth answer for synthetic payroll scenario 422.
423,Compliance Audit,Sample Compliance Audit question 73: What happened in payroll scenario 423?,Ground truth answer for synthetic payroll scenario 423.
424,Compliance Audit,Sample Compliance Audit question 74: What happened in payroll scenario 424?,Ground truth answer for synthetic payroll scenario 424.
425,Compliance Audit,Sample Compliance Audit question 75: What happened in payroll scenario 425?,Ground truth answer for synthetic payroll scenario 425.
426,Compliance Audit,Sample Compliance Audit question 76: What happened in payroll scenario 426?,Ground truth answer for synthetic payroll scenario 426.
427,Compliance Audit,Sample Compliance Audit question 77: What happened in payroll scenario 427?,Ground truth answer for synthetic payroll scenario 427.
428,Compliance Audit,Sample Compliance Audit question 78: What happened in payroll scenario 428?,Ground truth answer for synthetic payroll scenario 428.
429,Compliance Audit,Sample Compliance Audit question 79: What happened in payroll scenario 429?,Ground truth answer for synthetic payroll scenario 429.
430,Compliance Audit,Sample Compliance Audit question 80: What happened in payroll scenario 430?,Ground truth answer for synthetic payroll scenario 430.
431,Compliance Audit,Sample Compliance Audit question 81: What happened in payroll scenario 431?,Ground truth answer for synthetic payroll scenario 431.
432,Compliance Audit,Sample Compliance Audit question 82: What happened in payroll scenario 432?,Ground truth answer for synthetic payroll scenario 432.
433,Compliance Audit,Sample Compliance Audit question 83: What happened in payroll scenario 433?,Ground truth answer for synthetic payroll scenario 433.
434,Compliance Audit,Sample Compliance Audit question 84: What happened in payroll scenario 434?,Ground truth answer for synthetic payroll scenario 434.
435,Compliance Audit,Sample Compliance Audit question 85: What happened in payroll scenario 435?,Ground truth answer for synthetic payroll scenario 435.
436,Compliance Audit,Sample Compliance Audit question 86: What happened in payroll scenario 436?,Ground truth answer for synthetic payroll scenario 436.
437,Compliance Audit,Sample Compliance Audit question 87: What happened in payroll scenario 437?,Ground truth answer for synthetic payroll scenario 437.
438,Compliance Audit,Sample Compliance Audit question 88: What happened in payroll scenario 438?,Ground truth answer for synthetic payroll scenario 438.
439,Compliance Audit,Sample Compliance Audit question 89: What happened in payroll scenario 439?,Ground truth answer for synthetic payroll scenario 439.
440,Compliance Audit,Sample Compliance Audit question 90: What happened in payroll scenario 440?,Ground truth answer for synthetic payroll scenario 440.
441,Compliance Audit,Sample Compliance Audit question 91: What happened in payroll scenario 441?,Ground truth answer for synthetic payroll scenario 441.
442,Compliance Audit,Sample Compliance Audit question 92: What happened in payroll scenario 442?,Ground truth answer for synthetic payroll scenario 442.
443,Compliance Audit,Sample Compliance Audit question 93: What happened in payroll scenario 443?,Ground truth answer for synthetic payroll scenario 443.
444,Compliance Audit,Sample Compliance Audit question 94: What happened in payroll scenario 444?,Ground truth answer for synthetic payroll scenario 444.
445,Compliance Audit,Sample Compliance Audit question 95: What happened in payroll scenario 445?,Ground truth answer for synthetic payroll scenario 445.
446,Compliance Audit,Sample Compliance Audit question 96: What happened in payroll scenario 446?,Ground truth answer for synthetic payroll scenario 446.
447,Compliance Audit,Sample Compliance Audit question 97: What happened in payroll scenario 447?,Ground truth answer for synthetic payroll scenario 447.
448,Compliance Audit,Sample Compliance Audit question 98: What happened in payroll scenario 448?,Ground truth answer for synthetic payroll scenario 448.
449,Compliance Audit,Sample Compliance Audit question 99: What happened in payroll scenario 449?,Ground truth answer for synthetic payroll scenario 449.
450,Compliance Audit,Sample Compliance Audit question 100: What happened in payroll scenario 450?,Ground truth answer for synthetic payroll scenario 450.
451,Compliance Audit,Sample Compliance Audit question 101: What happened in payroll scenario 451?,Ground truth answer for synthetic payroll scenario 451.
452,Compliance Audit,Sample Compliance Audit question 102: What happened in payroll scenario 452?,Ground truth answer for synthetic payroll scenario 452.
453,Compliance Audit,Sample Compliance Audit question 103: What happened in payroll scenario 453?,Ground truth answer for synthetic payroll scenario 453.
